respondent_id,persona,age_group,gender,city_tier,occupation,monthly_income_band,fashion_identity,style_primary,style_secondary,purchase_influence,sustainability_score,shop_frequency,monthly_fashion_spend,max_outfit_spend,mystery_box_wtp,discount_sensitivity,clothing_oversized_tees,clothing_baggy_jeans,clothing_coords_sets,clothing_dresses_skirts,clothing_jackets_blazers,clothing_kurtis_ethnic,clothing_cargo_joggers,clothing_crop_tops,colour_neutrals,colour_earthy_tones,colour_pastels,colour_bold_neon,colour_vintage_washed,colour_prints_patterns,colour_monochrome,accessory_bags_totes,accessory_jewellery,accessory_belts_clips,accessory_caps_hats,accessory_sunglasses,upcycle_interest,bundle_preference,occasion_festivals,occasion_everyday_casual,occasion_college_work,occasion_weddings_events,occasion_travel,occasion_gifting,prior_thrift_experience,top_concern,discovery_channel,purchase_motivator,digital_trust_score,size_confidence,ugc_propensity,return_policy_sensitivity,subscription_intent,gifting_behaviour,purchase_intent
1227,Conscious Spender,23-27,Non-binary/Gender fluid,Metro,Working professional,25k-50k,Avoid fast fashion actively,Minimal / Clean girl,None,Price/Affordability,1,Once every 2-3 months,500-1000,1500-3000,1200-1800,Probably not,1,0,0,1,0,0,1,1,1.0,0,0.0,1,1,0,0,1,1,0,0,1.0,Very interested,Sometimes if it appeals,0,1,1,0,1.0,0,Yes a few times,No major concerns,Website/Online store,Sustainability,Clear size guide and photos,Somewhat confident,Engage but rarely post,Makes me hesitate,Prefer one-off,Yes occasionally,Interested
1228,Aesthetic Chaser,23-27,Male,Tier 2,Student,50k-1L,Fashion as self-expression,Y2K / Retro,Streetwear,Sustainability,2,Multiple times a month,1000-2500,700-1500,800-1200,Likely yes,0,0,1,0,0,1,1,0,0.0,0,1.0,0,0,0,1,0,1,1,1,1.0,Not interested,Sometimes if it appeals,1,1,1,0,0.0,0,Yes a few times,Limited style options,WhatsApp drops,Great curation,COD/Easy return,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Yes occasionally,Not Interested
1229,Skeptic,23-27,Non-binary/Gender fluid,Tier 3 / Small town,Student,25k-50k,Follow trends to fit in,Y2K / Retro,Sporty / Athleisure,Brand reputation,1,Once every 2-3 months,2500-5000,700-1500,500-800,No,1,0,1,0,1,0,0,1,1.0,0,1.0,1,1,1,0,0,1,0,0,0.0,Interested if priced right,Prefer to mix myself,0,0,0,0,0.0,1,No but open,Size availability,Instagram/Reels,Low prices,Follower count/Brand credibility,Not confident at all,Yes regularly,Comfortable with it,No interest,Rarely,Maybe
1230,Conscious Spender,Under 18,Male,Metro,Working professional,25k-50k,Dress for comfort/practicality,Sporty / Athleisure,Minimal / Clean girl,Brand reputation,3,Few times a year,Above 5000,1500-3000,1200-1800,Likely yes,1,1,1,1,0,0,1,1,1.0,0,0.0,0,1,0,0,1,0,0,0,1.0,Curious but unsure,Sometimes if it appeals,0,0,1,1,1.0,0,No but open,Size availability,Pop-up events,Unique pieces,Follower count/Brand credibility,Very confident,Occasionally,Depends on price,Maybe after first box,Yes occasionally,Interested
1231,Occasional Gifter,35-44,Male,Tier 2,Working professional,50k-1L,Fashion as self-expression,Minimal / Clean girl,None,Sustainability,3,Once every 2-3 months,1000-2500,1500-3000,1200-1800,Likely yes,0,1,0,0,0,0,1,0,1.0,0,0.0,0,1,0,0,1,0,0,0,0.0,Interested if priced right,No preference,1,1,0,1,0.0,1,No but open,Hygiene/Cleanliness,YouTube hauls,Low prices,Reviews and tagged photos,Very confident,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Yes frequently,Interested
1232,Aesthetic Chaser,18-22,Female,Metro,Self-employed/Freelancer,10k-25k,Dress for comfort/practicality,Cottagecore / Boho,None,Sustainability,3,Multiple times a month,Under 500,1500-3000,800-1200,Unsure,0,0,0,1,0,1,0,0,0.0,1,1.0,0,0,1,0,1,1,0,0,1.0,Not interested,Sometimes if it appeals,1,1,1,1,0.0,0,Yes a few times,No major concerns,Word of mouth,Low prices,Clear size guide and photos,Unsure - it concerns me,Occasionally,Yes would stop me,Prefer one-off,Rarely,Maybe
1233,Aesthetic Chaser,35-44,Female,Tier 2,Working professional,Below 10k,Dress for comfort/practicality,Streetwear,Minimal / Clean girl,Sustainability,2,Once a month,1000-2500,300-700,500-800,Likely yes,1,1,0,0,0,0,1,0,1.0,0,0.0,1,1,0,1,1,0,1,0,0.0,Very interested,Prefer complete looks,0,1,1,0,1.0,0,Yes regularly,No major concerns,Website/Online store,Sustainability,Clear size guide and photos,Very confident,Engage but rarely post,Comfortable with it,Maybe after first box,Never,Interested
1234,Aesthetic Chaser,35-44,Female,Tier 2,Student,25k-50k,Buy what is affordable,Streetwear,None,Social media trends,3,Multiple times a month,Under 500,700-1500,800-1200,Likely yes,1,0,0,1,0,0,0,0,0.0,0,0.0,0,1,1,0,1,1,0,1,1.0,Not interested,Sometimes if it appeals,0,1,1,0,0.0,1,Yes a few times,Size availability,Pop-up events,Unique pieces,Reviews and tagged photos,Somewhat confident,Occasionally,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1235,Bargain Hunter,Under 18,Female,Metro,Self-employed/Freelancer,10k-25k,Buy what is affordable,Formal / Classic,None,Price/Affordability,4,Once a month,500-1000,300-700,Under 500,Definitely yes,1,1,0,0,1,1,0,1,0.0,0,1.0,1,0,0,1,1,1,0,0,0.0,Not interested,Prefer complete looks,1,1,1,0,1.0,1,No but open,Quality/Wear and tear,Website/Online store,Low prices,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Makes me hesitate,No interest,Yes frequently,Maybe
1236,Conscious Spender,18-22,Female,Metro,Working professional,25k-50k,Avoid fast fashion actively,Minimal / Clean girl,None,Price/Affordability,1,Once a month,Above 5000,300-700,800-1200,Definitely yes,0,0,1,0,1,0,0,1,1.0,0,0.0,0,0,0,1,0,0,1,0,1.0,Very interested,No preference,0,1,1,1,1.0,0,No but open,Hygiene/Cleanliness,WhatsApp drops,Sustainability,Follower count/Brand credibility,Somewhat confident,Engage but rarely post,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1237,Occasional Gifter,28-34,Male,Tier 2,Working professional,25k-50k,Dress for comfort/practicality,Cottagecore / Boho,Formal / Classic,Sustainability,3,Once every 2-3 months,1000-2500,1500-3000,1200-1800,Likely yes,0,1,1,1,0,0,0,1,0.0,1,0.0,1,1,0,0,1,1,0,0,0.0,Interested if priced right,Sometimes if it appeals,0,0,0,1,0.0,1,No but open,Limited style options,YouTube hauls,Great curation,Follower count/Brand credibility,Not confident at all,No,Comfortable with it,Prefer one-off,Yes occasionally,Interested
1238,Conscious Spender,18-22,Male,Tier 2,Homemaker,10k-25k,Follow trends to fit in,Cottagecore / Boho,None,Sustainability,1,Once every 2-3 months,500-1000,1500-3000,Under 500,Definitely yes,0,0,1,1,1,0,1,1,1.0,1,1.0,0,1,0,0,0,1,1,0,0.0,Interested if priced right,Sometimes if it appeals,0,0,0,0,1.0,0,No but open,Social stigma,Instagram/Reels,Sustainability,Clear size guide and photos,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Yes frequently,Interested
1239,Skeptic,28-34,Female,Metro,Working professional,Above 1L,Fashion as self-expression,Sporty / Athleisure,Streetwear,Price/Affordability,2,Rarely,500-1000,700-1500,800-1200,Probably not,0,1,0,0,0,0,1,1,0.0,1,1.0,1,1,1,1,0,0,0,1,0.0,Not interested,Prefer complete looks,0,1,0,0,0.0,0,Yes regularly,Limited style options,Website/Online store,Unique pieces,COD/Easy return,Unsure - it concerns me,No,Makes me hesitate,No interest,Never,Not Interested
1240,Aesthetic Chaser,18-22,Female,Tier 2,Working professional,Below 10k,Buy what is affordable,Streetwear,Y2K / Retro,Social media trends,4,Once a month,Above 5000,700-1500,500-800,Likely yes,1,0,0,0,0,1,1,0,0.0,1,0.0,1,1,0,0,1,0,1,0,1.0,Interested if priced right,Prefer complete looks,0,1,0,0,0.0,0,Yes regularly,Size availability,Pop-up events,Sustainability,Clear size guide and photos,Somewhat confident,Occasionally,Comfortable with it,Would subscribe immediately,Yes occasionally,Interested
1241,Occasional Gifter,28-34,Male,Metro,Homemaker,25k-50k,Dress for comfort/practicality,Y2K / Retro,Cottagecore / Boho,Celebrity/Influencer,3,Rarely,2500-5000,700-1500,1200-1800,Likely yes,1,1,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1,1,0,0,1.0,Very interested,Sometimes if it appeals,1,1,1,0,1.0,0,No and unlikely,Hygiene/Cleanliness,Website/Online store,Social proof,Clear size guide and photos,Not confident at all,Engage but rarely post,Yes would stop me,No interest,Yes frequently,Maybe
1242,Fence-Sitter,23-27,Female,Metro,Working professional,10k-25k,Avoid fast fashion actively,Dark academia,Y2K / Retro,Peer recommendations,2,Rarely,2500-5000,700-1500,800-1200,Unsure,0,1,0,1,0,1,0,0,0.0,1,0.0,1,1,0,1,0,0,0,0,0.0,Not interested,Prefer complete looks,0,1,1,0,0.0,0,No but open,Social stigma,YouTube hauls,Great curation,Follower count/Brand credibility,Unsure - it concerns me,No,Yes would stop me,Maybe after first box,Rarely,Maybe
1243,Fence-Sitter,18-22,Male,Tier 2,Working professional,25k-50k,Dress for comfort/practicality,Minimal / Clean girl,Streetwear,Peer recommendations,4,Multiple times a month,2500-5000,300-700,500-800,Likely yes,0,1,0,0,0,1,0,0,1.0,0,0.0,0,0,0,0,0,0,1,0,1.0,Interested if priced right,Prefer to mix myself,0,1,0,0,1.0,0,No and unlikely,Quality/Wear and tear,WhatsApp drops,Great curation,Reviews and tagged photos,Not confident at all,Occasionally,Makes me hesitate,No interest,Rarely,Maybe
1244,Fence-Sitter,28-34,Female,Tier 2,Self-employed/Freelancer,10k-25k,Buy what is affordable,Y2K / Retro,None,Price/Affordability,3,Once a month,500-1000,300-700,1200-1800,Definitely yes,0,0,1,0,0,0,0,1,0.0,0,1.0,0,0,1,0,1,0,1,0,0.0,Very interested,Sometimes if it appeals,1,1,1,1,0.0,0,No but open,Hygiene/Cleanliness,Instagram/Reels,Unique pieces,Reviews and tagged photos,Somewhat confident,No,Yes would stop me,Prefer one-off,Rarely,Interested
1245,Fence-Sitter,18-22,Female,Tier 2,Student,Below 10k,Follow trends to fit in,Y2K / Retro,None,Price/Affordability,3,Once every 2-3 months,1000-2500,700-1500,800-1200,Unsure,1,1,0,0,1,0,0,1,0.0,0,0.0,1,0,1,0,0,1,0,1,0.0,Curious but unsure,Prefer to mix myself,1,1,0,0,0.0,0,No but open,Size availability,Pop-up events,Social proof,Follower count/Brand credibility,Unsure - it concerns me,No,Comfortable with it,No interest,Yes occasionally,Maybe
1246,Bargain Hunter,23-27,Female,Tier 2,Student,Below 10k,Follow trends to fit in,Y2K / Retro,Dark academia,Price/Affordability,3,Few times a year,1000-2500,300-700,800-1200,Definitely yes,0,1,1,1,1,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,1.0,Not interested,Sometimes if it appeals,1,0,0,1,0.0,1,Yes a few times,Hygiene/Cleanliness,YouTube hauls,Unique pieces,Reviews and tagged photos,Unsure - it concerns me,Occasionally,Comfortable with it,Maybe after first box,Yes frequently,Interested
1247,Aesthetic Chaser,23-27,Female,Tier 2,Working professional,10k-25k,Dress for comfort/practicality,Y2K / Retro,Formal / Classic,Sustainability,4,Few times a year,1000-2500,Above 3000,800-1200,Likely yes,1,0,0,0,1,0,1,1,1.0,0,0.0,0,0,0,0,0,1,1,0,1.0,Very interested,Prefer to mix myself,0,1,1,0,1.0,0,Yes a few times,No major concerns,Website/Online store,Great curation,Clear size guide and photos,Somewhat confident,Occasionally,Comfortable with it,Maybe after first box,Yes frequently,Interested
1248,Aesthetic Chaser,23-27,Female,Metro,Unemployed/Between jobs,10k-25k,Follow trends to fit in,Sporty / Athleisure,None,Price/Affordability,4,Once every 2-3 months,1000-2500,1500-3000,800-1200,Likely yes,0,1,0,0,0,0,1,0,1.0,0,0.0,1,1,1,0,0,0,1,1,1.0,Not interested,Prefer complete looks,1,1,1,0,1.0,0,Yes a few times,Size availability,Instagram/Reels,Unique pieces,Reviews and tagged photos,Somewhat confident,Occasionally,Comfortable with it,Maybe after first box,Rarely,Interested
1249,Occasional Gifter,35-44,Female,Tier 2,Homemaker,25k-50k,Buy what is affordable,Sporty / Athleisure,Dark academia,Celebrity/Influencer,3,Once every 2-3 months,1000-2500,700-1500,1200-1800,Definitely yes,0,0,0,0,1,0,1,0,1.0,0,0.0,0,1,1,1,0,0,1,0,1.0,Curious but unsure,Sometimes if it appeals,1,1,0,1,0.0,1,No but open,Hygiene/Cleanliness,Pop-up events,Unique pieces,COD/Easy return,Somewhat confident,Engage but rarely post,Depends on price,No interest,Yes occasionally,Interested
1250,Bargain Hunter,18-22,Male,Rural,Working professional,10k-25k,Follow trends to fit in,Dark academia,None,Celebrity/Influencer,4,Multiple times a month,500-1000,700-1500,Under 500,Unsure,0,1,0,1,1,0,0,1,1.0,1,0.0,0,1,0,0,0,1,0,0,1.0,Not interested,Prefer to mix myself,0,1,1,0,0.0,0,Yes a few times,Hygiene/Cleanliness,Word of mouth,Low prices,COD/Easy return,Not confident at all,No,Depends on price,Maybe after first box,Never,Maybe
1251,Fence-Sitter,23-27,Male,Tier 3 / Small town,Homemaker,10k-25k,Follow trends to fit in,Cottagecore / Boho,Dark academia,Sustainability,4,Few times a year,500-1000,700-1500,Under 500,Unsure,1,0,0,1,0,1,0,0,1.0,1,1.0,1,0,1,0,0,0,1,0,1.0,Not interested,Prefer complete looks,0,0,1,1,0.0,0,No but open,Quality/Wear and tear,Pop-up events,Low prices,Clear size guide and photos,Very confident,Engage but rarely post,Makes me hesitate,Prefer one-off,Rarely,Maybe
1252,Conscious Spender,23-27,Non-binary/Gender fluid,Tier 2,Working professional,25k-50k,Follow trends to fit in,Minimal / Clean girl,None,Peer recommendations,1,Once every 2-3 months,2500-5000,1500-3000,1200-1800,Likely yes,0,1,0,1,1,1,0,1,1.0,1,1.0,0,0,0,0,1,1,0,0,1.0,Interested if priced right,Prefer to mix myself,1,1,1,0,1.0,0,Yes a few times,No major concerns,YouTube hauls,Easy returns,Clear size guide and photos,Somewhat confident,Yes regularly,Comfortable with it,Maybe after first box,Yes occasionally,Interested
1253,Aesthetic Chaser,18-22,Female,Metro,Homemaker,25k-50k,Fashion as self-expression,Y2K / Retro,Streetwear,Social media trends,2,Once every 2-3 months,2500-5000,Under 300,800-1200,No,0,0,1,0,0,0,0,0,0.0,1,1.0,1,1,0,0,0,0,0,1,1.0,Interested if priced right,Prefer complete looks,1,1,1,0,0.0,0,No and unlikely,Hygiene/Cleanliness,Pop-up events,Great curation,COD/Easy return,Very confident,Occasionally,Makes me hesitate,Maybe after first box,Yes frequently,Not Interested
1254,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Buy what is affordable,Sporty / Athleisure,Minimal / Clean girl,Social media trends,1,Once every 2-3 months,1000-2500,700-1500,500-800,Unsure,0,0,0,0,0,0,1,1,0.0,1,0.0,0,0,0,1,1,1,1,1,1.0,Very interested,Prefer complete looks,1,1,0,1,0.0,1,No and unlikely,Quality/Wear and tear,Pop-up events,Great curation,Follower count/Brand credibility,Unsure - it concerns me,Occasionally,Makes me hesitate,Would subscribe immediately,Yes occasionally,Maybe
1255,Bargain Hunter,18-22,Female,Metro,Student,10k-25k,Dress for comfort/practicality,Streetwear,None,Social media trends,3,Once every 2-3 months,500-1000,300-700,800-1200,Unsure,0,1,1,0,0,0,0,0,0.0,1,0.0,1,0,0,0,0,1,0,1,0.0,Interested if priced right,Sometimes if it appeals,1,1,1,0,0.0,1,No but open,No major concerns,Instagram/Reels,Low prices,Clear size guide and photos,Not confident at all,Engage but rarely post,Makes me hesitate,Would subscribe immediately,Never,Maybe
1256,Conscious Spender,23-27,Female,Metro,Working professional,50k-1L,Fashion as self-expression,Minimal / Clean girl,Dark academia,Social media trends,3,Multiple times a month,1000-2500,300-700,800-1200,Definitely yes,0,0,1,0,1,0,1,1,1.0,1,0.0,0,1,0,1,1,1,0,0,0.0,Interested if priced right,Prefer complete looks,0,1,0,0,0.0,0,No but open,Size availability,Instagram/Reels,Unique pieces,Clear size guide and photos,Somewhat confident,Occasionally,Makes me hesitate,No interest,Yes occasionally,Interested
1257,Aesthetic Chaser,28-34,Non-binary/Gender fluid,Tier 2,Student,25k-50k,Fashion as self-expression,Y2K / Retro,Minimal / Clean girl,Social media trends,2,Multiple times a month,Above 5000,1500-3000,1200-1800,Definitely yes,1,1,0,0,0,0,1,1,1.0,1,0.0,0,1,0,1,0,1,1,0,1.0,Interested if priced right,Sometimes if it appeals,1,0,0,1,1.0,0,Yes a few times,Size availability,Instagram/Reels,Unique pieces,Reviews and tagged photos,Very confident,Occasionally,Comfortable with it,No interest,Rarely,Interested
1258,Conscious Spender,23-27,Male,Metro,Student,50k-1L,Dress for comfort/practicality,Minimal / Clean girl,None,Brand reputation,1,Once a month,Above 5000,700-1500,1200-1800,Definitely yes,1,0,0,1,1,0,0,0,1.0,1,0.0,0,1,0,0,1,1,0,0,0.0,Interested if priced right,Prefer complete looks,0,1,1,0,1.0,1,No but open,No major concerns,Website/Online store,Unique pieces,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Yes would stop me,No interest,Yes occasionally,Maybe
1259,Aesthetic Chaser,18-22,Female,Metro,Student,10k-25k,Fashion as self-expression,Streetwear,None,Sustainability,1,Once every 2-3 months,500-1000,300-700,800-1200,No,1,0,0,0,1,0,1,1,0.0,0,0.0,1,1,1,1,1,0,1,0,1.0,Interested if priced right,Prefer to mix myself,1,1,1,0,1.0,1,No and unlikely,Social stigma,WhatsApp drops,Low prices,Clear size guide and photos,Not confident at all,Occasionally,Makes me hesitate,No interest,Rarely,Not Interested
1260,Bargain Hunter,Under 18,Female,Tier 3 / Small town,Student,Below 10k,Buy what is affordable,Formal / Classic,Sporty / Athleisure,Price/Affordability,4,Multiple times a month,500-1000,300-700,Under 500,Definitely yes,0,1,0,1,1,0,0,0,1.0,1,1.0,0,0,0,0,1,0,1,0,0.0,Very interested,Prefer complete looks,1,1,1,0,1.0,0,Yes a few times,Limited style options,Word of mouth,Social proof,Reviews and tagged photos,Somewhat confident,Engage but rarely post,Comfortable with it,Maybe after first box,Rarely,Interested
1261,Aesthetic Chaser,23-27,Female,Metro,Student,Below 10k,Fashion as self-expression,Y2K / Retro,Streetwear,Sustainability,4,Once every 2-3 months,1000-2500,700-1500,800-1200,Unsure,1,1,0,0,0,0,1,1,0.0,0,0.0,0,1,1,0,0,0,1,0,1.0,Very interested,Prefer complete looks,0,0,1,0,1.0,0,No but open,Size availability,Instagram/Reels,Easy returns,Clear size guide and photos,Not confident at all,Engage but rarely post,Comfortable with it,Maybe after first box,Never,Interested
1262,Fence-Sitter,28-34,Male,Tier 2,Student,Below 10k,Dress for comfort/practicality,Streetwear,Y2K / Retro,Price/Affordability,4,Once every 2-3 months,1000-2500,700-1500,500-800,Definitely yes,1,0,0,0,0,0,0,1,1.0,1,1.0,1,1,0,1,0,1,1,0,0.0,Interested if priced right,Prefer to mix myself,1,1,0,0,1.0,0,No but open,Size availability,Instagram/Reels,Easy returns,Reviews and tagged photos,Unsure - it concerns me,Engage but rarely post,Yes would stop me,No interest,Rarely,Interested
1263,Conscious Spender,23-27,Female,Metro,Self-employed/Freelancer,10k-25k,Follow trends to fit in,Y2K / Retro,Streetwear,Price/Affordability,3,Few times a year,2500-5000,Above 3000,800-1200,No,1,1,1,0,1,0,0,1,0.0,0,0.0,0,0,1,0,1,1,1,0,1.0,Interested if priced right,Prefer complete looks,1,1,1,0,1.0,0,Yes regularly,Quality/Wear and tear,Instagram/Reels,Low prices,Clear size guide and photos,Very confident,Engage but rarely post,Makes me hesitate,Prefer one-off,Rarely,Maybe
1264,Conscious Spender,23-27,Female,Metro,Working professional,Above 1L,Dress for comfort/practicality,Sporty / Athleisure,None,Brand reputation,2,Rarely,2500-5000,Under 300,500-800,Definitely yes,1,0,0,0,1,0,0,1,1.0,1,1.0,1,0,0,1,1,0,1,1,1.0,Interested if priced right,Sometimes if it appeals,0,1,0,1,1.0,0,Yes a few times,Social stigma,Pop-up events,Great curation,Clear size guide and photos,Very confident,Occasionally,Makes me hesitate,Prefer one-off,Yes occasionally,Interested
1265,Aesthetic Chaser,18-22,Female,Metro,Student,25k-50k,Buy what is affordable,Streetwear,None,Sustainability,3,Once a month,Above 5000,1500-3000,500-800,Unsure,1,1,0,0,1,0,1,0,0.0,0,0.0,0,1,0,0,0,1,0,1,1.0,Interested if priced right,Prefer to mix myself,0,1,0,0,1.0,1,No but open,Quality/Wear and tear,Instagram/Reels,Sustainability,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,No interest,Never,Interested
1266,Aesthetic Chaser,28-34,Female,Tier 2,Homemaker,25k-50k,Avoid fast fashion actively,Y2K / Retro,Dark academia,Sustainability,2,Few times a year,500-1000,700-1500,500-800,Definitely yes,0,0,1,1,0,0,1,0,0.0,0,1.0,1,1,0,0,0,0,1,1,0.0,Interested if priced right,Sometimes if it appeals,0,1,0,0,1.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Great curation,Reviews and tagged photos,Somewhat confident,Occasionally,Depends on price,Prefer one-off,Rarely,Interested
1267,Conscious Spender,28-34,Male,Tier 2,Student,25k-50k,Follow trends to fit in,Dark academia,Formal / Classic,Sustainability,3,Once every 2-3 months,Under 500,Under 300,1200-1800,Unsure,0,1,1,1,1,0,0,0,0.0,0,0.0,0,1,0,1,0,0,1,1,0.0,Interested if priced right,Prefer complete looks,0,1,1,0,0.0,0,No but open,No major concerns,Instagram/Reels,Great curation,Clear size guide and photos,Not confident at all,No,Yes would stop me,Prefer one-off,Rarely,Maybe
1268,Conscious Spender,23-27,Female,Metro,Homemaker,50k-1L,Buy what is affordable,Formal / Classic,Minimal / Clean girl,Peer recommendations,1,Few times a year,2500-5000,700-1500,800-1200,Likely yes,0,0,0,1,0,0,1,0,0.0,0,0.0,0,1,1,1,1,1,1,0,1.0,Interested if priced right,Prefer complete looks,0,1,1,0,1.0,0,Yes regularly,Size availability,Website/Online store,Sustainability,Clear size guide and photos,Very confident,Engage but rarely post,Comfortable with it,Would subscribe immediately,Yes occasionally,Interested
1269,Bargain Hunter,18-22,Female,Rural,Student,10k-25k,Dress for comfort/practicality,Streetwear,None,Sustainability,4,Once every 2-3 months,500-1000,700-1500,500-800,Probably not,1,1,0,0,1,0,1,0,1.0,1,0.0,1,0,0,1,1,1,1,0,0.0,Curious but unsure,Sometimes if it appeals,0,1,1,1,1.0,0,Yes a few times,Quality/Wear and tear,YouTube hauls,Unique pieces,COD/Easy return,Somewhat confident,Occasionally,Yes would stop me,Maybe after first box,Yes occasionally,Maybe
1270,Conscious Spender,23-27,Female,Metro,Self-employed/Freelancer,50k-1L,Avoid fast fashion actively,Minimal / Clean girl,None,Sustainability,3,Once a month,2500-5000,Above 3000,Under 500,Likely yes,0,0,1,0,0,1,1,0,0.0,0,1.0,0,0,0,1,0,1,1,0,1.0,Very interested,Sometimes if it appeals,1,1,1,0,1.0,0,Yes a few times,Hygiene/Cleanliness,Pop-up events,Low prices,Clear size guide and photos,Somewhat confident,Occasionally,Yes would stop me,No interest,Yes occasionally,Interested
1271,Bargain Hunter,18-22,Male,Metro,Working professional,10k-25k,Dress for comfort/practicality,Sporty / Athleisure,None,Social media trends,4,Once every 2-3 months,500-1000,300-700,500-800,Likely yes,0,0,0,0,1,0,1,0,1.0,0,1.0,0,0,1,0,0,0,1,0,0.0,Curious but unsure,No preference,0,0,1,1,0.0,0,Yes a few times,Quality/Wear and tear,Pop-up events,Low prices,Follower count/Brand credibility,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Rarely,Maybe
1272,Occasional Gifter,28-34,Female,Tier 3 / Small town,Homemaker,10k-25k,Buy what is affordable,Formal / Classic,None,Price/Affordability,2,Once every 2-3 months,1000-2500,700-1500,500-800,Unsure,0,0,1,1,1,1,0,1,1.0,0,0.0,0,0,0,1,0,1,1,0,0.0,Very interested,Sometimes if it appeals,0,0,0,1,1.0,1,Yes regularly,Size availability,Pop-up events,Sustainability,COD/Easy return,Somewhat confident,Occasionally,Makes me hesitate,Prefer one-off,Never,Maybe
1273,Fence-Sitter,23-27,Male,Tier 3 / Small town,Student,50k-1L,Follow trends to fit in,Dark academia,Y2K / Retro,Sustainability,4,Once a month,500-1000,Under 300,Under 500,Likely yes,0,1,1,1,1,0,1,0,1.0,1,1.0,0,1,0,1,0,1,1,1,1.0,Interested if priced right,Prefer to mix myself,1,1,1,0,0.0,1,No but open,Size availability,WhatsApp drops,Influencer wearing it,COD/Easy return,Unsure - it concerns me,Engage but rarely post,Comfortable with it,Prefer one-off,Never,Interested
1274,Aesthetic Chaser,23-27,Male,Metro,Student,25k-50k,Fashion as self-expression,Minimal / Clean girl,None,Social media trends,3,Multiple times a month,500-1000,700-1500,500-800,Likely yes,0,1,0,1,1,0,1,0,1.0,0,1.0,0,1,0,1,1,0,0,0,0.0,Curious but unsure,Sometimes if it appeals,0,1,0,0,0.0,0,No but open,Quality/Wear and tear,Instagram/Reels,Unique pieces,COD/Easy return,Very confident,No,Yes would stop me,Would subscribe immediately,Never,Maybe
1275,Conscious Spender,28-34,Male,Tier 2,Student,10k-25k,Buy what is affordable,Cottagecore / Boho,None,Peer recommendations,2,Once every 2-3 months,1000-2500,700-1500,1200-1800,Probably not,0,1,1,1,0,0,0,0,1.0,0,1.0,0,1,1,0,0,1,1,1,0.0,Interested if priced right,Sometimes if it appeals,1,0,0,0,0.0,1,Yes a few times,Limited style options,Instagram/Reels,Low prices,COD/Easy return,Very confident,Yes regularly,Comfortable with it,Maybe after first box,Yes occasionally,Maybe
1276,Aesthetic Chaser,18-22,Non-binary/Gender fluid,Metro,Working professional,Below 10k,Buy what is affordable,Cottagecore / Boho,None,Social media trends,3,Once a month,Above 5000,700-1500,800-1200,Definitely yes,1,0,0,1,1,1,1,0,0.0,0,1.0,0,1,1,1,0,1,1,0,0.0,Not interested,Sometimes if it appeals,0,1,1,0,1.0,0,Yes a few times,Limited style options,Instagram/Reels,Great curation,Reviews and tagged photos,Somewhat confident,Yes regularly,Comfortable with it,No interest,Rarely,Interested
1277,Aesthetic Chaser,18-22,Female,Tier 2,Student,10k-25k,Buy what is affordable,Streetwear,None,Peer recommendations,2,Once every 2-3 months,2500-5000,1500-3000,1200-1800,Unsure,1,1,0,0,1,0,0,0,1.0,0,0.0,1,1,0,1,1,0,0,1,1.0,Curious but unsure,Prefer complete looks,0,1,1,0,1.0,0,No but open,No major concerns,Instagram/Reels,Great curation,COD/Easy return,Somewhat confident,Engage but rarely post,Comfortable with it,Maybe after first box,Yes frequently,Interested
1278,Skeptic,23-27,Male,Metro,Working professional,Below 10k,Follow trends to fit in,Sporty / Athleisure,None,Brand reputation,3,Once every 2-3 months,2500-5000,1500-3000,500-800,Unsure,0,0,0,0,0,0,1,1,0.0,0,1.0,0,0,0,0,1,1,0,0,1.0,Not interested,Prefer to mix myself,0,1,0,1,1.0,0,No and unlikely,Hygiene/Cleanliness,Website/Online store,Great curation,COD/Easy return,Unsure - it concerns me,No,Makes me hesitate,Prefer one-off,Yes occasionally,Not Interested
1279,Aesthetic Chaser,23-27,Male,Metro,Unemployed/Between jobs,25k-50k,Fashion as self-expression,Cottagecore / Boho,None,Brand reputation,4,Multiple times a month,Above 5000,300-700,800-1200,Likely yes,1,0,1,0,1,0,0,0,0.0,1,1.0,0,1,0,0,0,1,1,0,1.0,Very interested,Prefer complete looks,0,1,1,1,1.0,1,Yes a few times,Quality/Wear and tear,Instagram/Reels,Unique pieces,COD/Easy return,Very confident,Yes regularly,Makes me hesitate,Maybe after first box,Rarely,Interested
